sa4_name_2016,sa4_code,anzsco,unempratemvmt,score00,averageannualmvmt20132016mvmt,score0001,housepiceandrentpurchaseprice,weeklyrentprice,purchasescore,rentscore,incomemedian,score,occunemp,occempscore,patentsincreasepat,increasetrade,increasenewbusiness,scorepatents,scoretrademarks,scoreentries,unemprate,unempscore,total_businesses2013,total_business2014,increasetotalbus201314,incbus_score,sa4_name_2016,nswscore,state,propjvinc201316,jv_score,priorityoccup_score,occupunemprate,occunempscore,numbus_industry201315mvmt,_201315score
Brisbane - West,304,39,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,33.03399615,2,1,1.617303478,3,-0.295857988,2
Brisbane - West,304,41,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,87.66447368,2,2,1.564903596,3,-0.295857988,2
Brisbane - West,304,42,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,49.64964965,2,0,2.533869824,2,-0.295857988,2
Brisbane - West,304,43,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,35.55840822,3,0,7.938729084,0,-0.295857988,2
Brisbane - West,304,44,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,24.94780793,2,0,2.675435049,2,-0.295857988,2
Brisbane - West,304,45,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,5.389718076,2,0,5.412017821,0,-0.295857988,2
Brisbane - West,304,51,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,21.07526882,1,0,3.686417419,1,-0.295857988,2
Brisbane - West,304,52,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,21.07526882,1,0,2.942773391,2,-0.295857988,2
Brisbane - West,304,53,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,21.07526882,1,0,3.589054664,1,-0.295857988,2
Brisbane - West,304,54,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,24.89208633,2,0,5.079699718,0,-0.295857988,2
Brisbane - West,304,55,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,-15.830721,0,0,2.370267513,2,-0.295857988,2
Brisbane - West,304,56,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,29.8816568,2,0,4.89459415,0,-0.295857988,2
Brisbane - West,304,59,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,0.59311981,1,0,3.815662488,0,-0.295857988,2
Brisbane - West,304,61,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,7.862068966,2,0,2.442303921,2,-0.295857988,2
Brisbane - West,304,62,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,12.16216216,2,0,6.286922453,0,-0.295857988,2
Brisbane - West,304,63,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,-11.85647426,1,0,6.346356801,0,-0.295857988,2
Brisbane - West,304,71,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,-15.98062954,1,0,6.272954518,0,-0.295857988,2
Brisbane - West,304,72,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,7.151370679,2,0,6.116939796,0,-0.295857988,2
Brisbane - West,304,73,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,7.151370679,2,0,3.444264851,1,-0.295857988,2
Brisbane - West,304,74,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,-4.740406321,1,0,7.134051693,0,-0.295857988,2
Brisbane - West,304,81,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,-11.03633917,1,0,4.221832029,0,-0.295857988,2
Brisbane - West,304,82,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,45.06699147,2,0,9.669092211,0,-0.295857988,2
Brisbane - West,304,83,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,27.98434442,3,0,8.266811991,0,-0.295857988,2
Brisbane - West,304,84,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,2.891933029,2,0,9.126929767,0,-0.295857988,2
Brisbane - West,304,85,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,-31.27962085,1,0,8.510808249,0,-0.295857988,2
Brisbane - West,304,89,9.765247366,1,8.680362859,3,574,460,1,0,105000,3,,,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,Brisbane - West,,3,13.79690949,3,0,7.064066995,0,-0.295857988,2
Brisbane Inner City,305,11,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,10.92436975,1,0,2.151262671,3,-10.98153547,0
Brisbane Inner City,305,12,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,200,3,1,2.358500091,3,-10.98153547,0
Brisbane Inner City,305,13,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,10.58718861,1,1,2.358500091,3,-10.98153547,0
Brisbane Inner City,305,14,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,22.27848101,2,0,3.638337789,1,-10.98153547,0
Brisbane Inner City,305,21,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,15.34195933,1,0,3.328640057,1,-10.98153547,0
Brisbane Inner City,305,22,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,3.325123153,1,0,2.558283037,2,-10.98153547,0
Brisbane Inner City,305,23,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,3.500269251,2,2,2.560545903,2,-10.98153547,0
Brisbane Inner City,305,24,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,88.52459016,3,1,1.339219767,3,-10.98153547,0
Brisbane Inner City,305,25,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,80.44971893,2,0,0.885336988,3,-10.98153547,0
Brisbane Inner City,305,26,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,37.93375394,2,1,3.365465829,1,-10.98153547,0
Brisbane Inner City,305,27,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,1.765447667,0,0,2.943469842,1,-10.98153547,0
Brisbane Inner City,305,31,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,28.57142857,2,1,2.928622025,2,-10.98153547,0
Brisbane Inner City,305,32,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,-19.89247312,1,1,4.765344804,0,-10.98153547,0
Brisbane Inner City,305,33,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,91.61118509,2,0,3.70471579,1,-10.98153547,0
Brisbane Inner City,305,34,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,-19.84805318,1,0,2.292006884,3,-10.98153547,0
Brisbane Inner City,305,35,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,3.480714958,2,0,5.352107223,0,-10.98153547,0
Brisbane Inner City,305,36,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,8.489388265,1,0,5.148321511,0,-10.98153547,0
Brisbane Inner City,305,39,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,33.03399615,2,1,1.617303478,3,-10.98153547,0
Brisbane Inner City,305,41,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,87.66447368,2,2,1.564903596,3,-10.98153547,0
Brisbane Inner City,305,42,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,49.64964965,2,0,2.533869824,2,-10.98153547,0
Brisbane Inner City,305,43,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,35.55840822,3,0,7.938729084,0,-10.98153547,0
Brisbane Inner City,305,44,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,24.94780793,2,0,2.675435049,2,-10.98153547,0
Brisbane Inner City,305,45,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,5.389718076,2,0,5.412017821,0,-10.98153547,0
Brisbane Inner City,305,51,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,21.07526882,1,0,3.686417419,1,-10.98153547,0
Brisbane Inner City,305,52,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,21.07526882,1,0,2.942773391,2,-10.98153547,0
Brisbane Inner City,305,53,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,21.07526882,1,0,3.589054664,1,-10.98153547,0
Brisbane Inner City,305,54,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,24.89208633,2,0,5.079699718,0,-10.98153547,0
Brisbane Inner City,305,55,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,-15.830721,0,0,2.370267513,2,-10.98153547,0
Brisbane Inner City,305,56,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,29.8816568,2,0,4.89459415,0,-10.98153547,0
Brisbane Inner City,305,59,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,0.59311981,1,0,3.815662488,0,-10.98153547,0
Brisbane Inner City,305,61,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,7.862068966,2,0,2.442303921,2,-10.98153547,0
Brisbane Inner City,305,62,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,12.16216216,2,0,6.286922453,0,-10.98153547,0
Brisbane Inner City,305,63,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,-11.85647426,1,0,6.346356801,0,-10.98153547,0
Brisbane Inner City,305,71,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,-15.98062954,1,0,6.272954518,0,-10.98153547,0
Brisbane Inner City,305,72,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,7.151370679,2,0,6.116939796,0,-10.98153547,0
Brisbane Inner City,305,73,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,7.151370679,2,0,3.444264851,1,-10.98153547,0
Brisbane Inner City,305,74,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,-4.740406321,1,0,7.134051693,0,-10.98153547,0
Brisbane Inner City,305,81,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,-11.03633917,1,0,4.221832029,0,-10.98153547,0
Brisbane Inner City,305,82,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,45.06699147,2,0,9.669092211,0,-10.98153547,0
Brisbane Inner City,305,83,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,27.98434442,3,0,8.266811991,0,-10.98153547,0
Brisbane Inner City,305,84,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,2.891933029,2,0,9.126929767,0,-10.98153547,0
Brisbane Inner City,305,85,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,-31.27962085,1,0,8.510808249,0,-10.98153547,0
Brisbane Inner City,305,89,9.625659558,1,-8.03719084,1,740,500,0,0,102600,3,,,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,Brisbane Inner City,,3,13.79690949,3,0,7.064066995,0,-10.98153547,0
Cairns,306,11,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,57.23938224,2,0,2.151262671,3,-4.014167651,0
Cairns,306,12,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,200,2,1,2.358500091,3,-4.014167651,0
Cairns,306,13,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,10.58718861,1,1,2.358500091,3,-4.014167651,0
Cairns,306,14,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,22.27848101,0,0,3.638337789,1,-4.014167651,0
Cairns,306,21,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,15.34195933,1,0,3.328640057,1,-4.014167651,0
Cairns,306,22,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,3.325123153,1,0,2.558283037,2,-4.014167651,0
Cairns,306,23,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,3.500269251,0,2,2.560545903,2,-4.014167651,0
Cairns,306,24,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,88.52459016,1,1,1.339219767,3,-4.014167651,0
Cairns,306,25,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,80.44971893,0,0,0.885336988,3,-4.014167651,0
Cairns,306,26,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,37.93375394,2,1,3.365465829,1,-4.014167651,0
Cairns,306,27,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,14.64672512,1,0,2.943469842,1,-4.014167651,0
Cairns,306,31,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,28.57142857,0,1,2.928622025,2,-4.014167651,0
Cairns,306,32,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,-19.89247312,0,1,4.765344804,0,-4.014167651,0
Cairns,306,33,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,91.61118509,0,0,3.70471579,1,-4.014167651,0
Cairns,306,34,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,-19.84805318,1,0,2.292006884,3,-4.014167651,0
Cairns,306,35,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,3.480714958,0,0,5.352107223,0,-4.014167651,0
Cairns,306,36,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,8.489388265,0,0,5.148321511,0,-4.014167651,0
Cairns,306,39,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,33.03399615,0,1,1.617303478,3,-4.014167651,0
Cairns,306,41,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,87.66447368,1,2,1.564903596,3,-4.014167651,0
Cairns,306,42,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,54.26497278,2,0,2.533869824,2,-4.014167651,0
Cairns,306,43,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,35.55840822,1,0,7.938729084,0,-4.014167651,0
Cairns,306,44,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,24.94780793,2,0,2.675435049,2,-4.014167651,0
Cairns,306,45,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,5.389718076,1,0,5.412017821,0,-4.014167651,0
Cairns,306,51,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,21.07526882,0,0,3.686417419,1,-4.014167651,0
Cairns,306,52,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,21.07526882,0,0,2.942773391,2,-4.014167651,0
Cairns,306,53,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,21.07526882,0,0,3.589054664,1,-4.014167651,0
Cairns,306,54,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,24.89208633,0,0,5.079699718,0,-4.014167651,0
Cairns,306,55,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,-15.830721,0,0,2.370267513,2,-4.014167651,0
Cairns,306,56,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,29.8816568,0,0,4.89459415,0,-4.014167651,0
Cairns,306,59,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,7.042253521,2,0,3.815662488,0,-4.014167651,0
Cairns,306,61,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,7.862068966,0,0,2.442303921,2,-4.014167651,0
Cairns,306,62,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,12.16216216,0,0,6.286922453,0,-4.014167651,0
Cairns,306,63,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,0,2,0,6.346356801,0,-4.014167651,0
Cairns,306,71,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,-15.98062954,0,0,6.272954518,0,-4.014167651,0
Cairns,306,72,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,7.151370679,0,0,6.116939796,0,-4.014167651,0
Cairns,306,73,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,7.151370679,0,0,3.444264851,1,-4.014167651,0
Cairns,306,74,7.721909168,1,1.603393883,2,422.5,390,2,1,61500,2,,,6.666666667,-7.736389685,12.4621376,3,1,0,8.852595605,0,20579,20617,0.184654259,0,Cairns,,3,-4.740406321,0,0,7.134051693,0,-4.014167651,0
