SA4_NAME_2016,ANZSCO,SA4 code,unemprate,unempscore,averageannualmvmt20132016,averscore,housepiceandrent,rent,pricescore,rentscore,income,incomescore,occunemp,occempscore,patents,trade,newbus,patscore,tradescore,newbusscore,unemprate_SA4,unempscore_SA4,total_businesses2013,total_business2014,increasetotalbus201314,incbus_score,propJVinc201316,JV_score
Mandurah,51,502,21.78208547,0,101.4702337,3,380,340,2,2,58600,1,-6.333333333,1,22.72727273,-42.20183486,26.81388013,3,0,3,6.464439193,0,5028,5113,1.690533015,2,-26.6955267,0
Perth - Inner,51,503,21.78208547,0,0,0,867.5,620,0,0,107200,3,-13.0620985,0,-13.57142857,-0.408830744,15.02642839,2,2,1,0.846934756,3,33361,33843,1.444800815,2,-26.76470588,0
Perth - North East,51,504,21.78208547,0,22.02802148,3,382,360,2,2,82300,2,-4.617834395,2,5.405405405,9.148264984,18.41421144,3,3,2,3.501256284,1,17518,17761,1.387144651,2,-26.76470588,0
Perth - North West,51,505,19.73806235,1,-20.53676102,1,425,350,2,2,89600,2,-9.497816594,0,1.657458564,6.302521008,19.41852118,3,2,2,4.631123129,0,39247,40407,2.955639922,3,-26.76470588,0
Perth - South East,51,506,21.78208547,0,-1.697762756,2,557,400,1,1,83000,2,-7.411067194,1,-4.824561404,19.86111111,25.03767492,2,3,3,4.065074064,1,33455,34409,2.85159169,3,-26.76470588,0
Perth - South West,51,507,23.8261086,0,-12.5361184,1,385,350,2,2,87200,2,-7.476635514,1,-30.15873016,-3.910614525,18.90507012,0,1,2,3.459243871,1,26899,27561,2.461058032,3,-26.76470588,0
Western Australia - Outback,51,508,21.78208547,0,-13.96803406,1,327.5,380,2,2,95100,3,-0.521920668,3,-33.33333333,3.488372093,14.89001692,0,2,1,4.932982106,0,14134,14132,-0.014150276,0,-26.76470588,0
Western Australia - Wheat Belt,51,509,21.78208547,0,-12.73745986,1,550,345,1,2,57400,1,1.737149366,3,-26.47058824,-15.50387597,41.62436548,1,0,3,9.840026527,0,15669,15962,1.869934265,2,-7.137858642,1
Hobart,51,601,12.00704339,3,-0.307003616,2,620,485,0,0,61900,2,-5.176767677,1,-16.66666667,8.778625954,13.63930187,1,3,1,3.126151984,2,13923,13940,0.122100122,0,0,1
Launceston and North East,51,602,8.292834069,3,-10.03275113,1,227,280,3,3,52200,1,-3.314121037,2,-55.55555556,-1.923076923,4.365079365,0,2,0,3.992827902,1,10723,10559,-1.529422736,0,30.08595989,2
Tasmania - South East,51,603,3.717254866,3,21.39648057,2,265,300,3,3,48000,1,-4.330708661,2,-75,-55.88235294,7.692307692,0,0,0,5.632842461,0,2880,2875,-0.173611111,0,30.08595989,2
Tasmania - West and North West,51,604,14.86460126,2,2.576660127,2,230,260,3,3,50400,1,-3.464322647,2,18.18181818,-26.47058824,9.418282548,3,0,0,3.946112296,1,7277,7261,-0.219870826,0,30.08595989,1
Darwin,51,701,46.5161309,0,-7.322208832,1,590,530,1,0,106200,3,-7.815631263,1,-52.94117647,1.960784314,13.5734072,0,2,0,2.310586081,3,9397,9543,1.553687347,2,0,0
Northern Territory - Outback,51,702,46.5161309,0,-28.16209527,0,397,440,2,1,85300,2,4.726368159,3,-70,-30,8.656036446,0,0,0,2.784581063,2,3455,3427,-0.810419682,0,61.27320955,2
Australian Capital Territory,51,801,22.94432922,0,47.22530196,3,450,423,1,1,111400,3,-5.687203791,1,0.438596491,-14.03314917,19.07331006,3,0,2,2.554305427,2,23232,23616,1.652892562,2,87.48043818,3
Capital Region,52,101,16.26229967,2,-17.04644997,1,320,320,2,2,60100,2,-2.003968254,2,-35.18518519,-1.923076923,19.40133038,0,2,2,2.410084962,3,19577,19171,-2.073862185,0,87.48043818,1
Central Coast,52,102,16.26229967,2,-13.41824824,1,570,430,1,1,58400,1,-5.882352941,1,3.370786517,15.28822055,22.36786469,3,3,3,2.956059067,2,19614,19907,1.493830937,2,121.3716108,3
New South Wales - Central West,52,103,16.26229967,2,39.72168347,3,342.5,320,2,2,56600,1,-0.881397866,3,12.90322581,-32.2147651,20.10550996,3,0,2,2.662458459,2,18054,18365,1.722609948,2,121.3716108,2
Coffs Harbour - Grafton,52,104,16.26229967,2,117.0185963,3,570,393,1,1,48600,1,-3.521491455,2,-26.92307692,-5.882352941,14.22805247,1,1,1,0.884563288,3,9875,9868,-0.070886076,0,52.88544358,2
Far West and Orana,52,105,13.88185311,3,-16.90133228,1,120,240,3,3,52000,1,-0.591581342,3,-35.71428571,36.36363636,13.96648045,0,3,1,5.035872523,0,10827,10977,1.385425326,2,52.88544358,0
Hunter Valley exc Newcastle,52,106,16.26229967,2,30.33737883,3,272.5,320,3,3,67400,2,-2.477632485,2,-43.42105263,-9.701492537,18.44284925,0,1,2,3.44116144,1,16287,16361,0.454350095,1,26.79658952,2
Illawarra,52,107,16.26229967,2,0,0,655,480,0,0,65000,2,-6.37755102,1,-28.98550725,-8.571428571,18.09018568,1,1,2,2.475010413,3,15073,15256,1.214091422,1,41.19891008,2
Mid North Coast,52,108,16.26229967,2,13.62742387,2,445,400,1,1,45100,1,-3.74556022,2,-12.12121212,-18.18181818,16.30811936,2,0,1,4.365944298,1,14834,14914,0.539301604,1,52.88544358,2
Murray,52,109,16.26229967,1,-18.46588047,1,237.65,280,3,3,53600,1,1.797289334,3,16.66666667,-8.602150538,32.62135922,3,1,3,3.591017499,1,11022,11185,1.478860461,2,52.88544358,1
New England and North West,52,110,18.64274623,1,-15.58247956,1,319,335,2,2,52500,1,-1.149425287,2,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,21.24401914,0
Newcastle and Lake Macquarie,52,111,16.26229967,1,-26.4206746,0,500,400,1,1,66000,2,-10.15384615,0,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,26.79658952,2
Richmond - Tweed,52,112,16.26229967,1,-19.92087829,1,521.25,460,1,0,50400,1,-2.62808601,2,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,52.88544358,2
Riverina,52,113,16.26229967,1,14.02874258,2,367,320,2,2,57900,1,0.654853621,3,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,52.88544358,1
Southern Highlands and Shoalhaven,52,114,16.26229967,1,-15.36672647,1,317,320,2,2,52200,1,-5.209302326,1,-13.33333333,11.35135135,16.80672269,2,3,1,0.925295648,3,10889,10911,0.202038755,0,23.04111715,1
Sydney - Baulkham Hills and Hawkesbury,52,115,16.26229967,1,52.20919757,3,1150,575,0,0,116100,3,-4.75638051,1,1.398601399,-6.85840708,31.02431835,3,1,3,1.302621175,3,23284,24092,3.470194125,3,63.0952381,3
Sydney - Blacktown,52,116,16.26229967,1,0,0,808.5,570,0,0,80800,2,-17.46724891,0,17.30769231,13.42592593,13.94422311,3,3,1,3.329813816,2,16258,16486,1.402386517,2,63.0952381,3
Sydney - City and Inner South,52,117,16.26229967,1,3.614876389,2,1950,1020,0,0,91300,3,-4.247104247,2,-17.24137931,8.318687756,25.00276947,1,2,3,3.061408312,2,66772,68350,2.36326604,3,63.0952381,3
Sydney - Eastern Suburbs,52,118,16.26229967,1,2.600970595,2,1686,850,0,0,105100,3,-5.039787798,1,-2.234636872,-2.773497689,20.64329027,2,1,2,2.096379441,3,28405,29014,2.143988734,2,63.0952381,3
Sydney - Inner South West,52,119,16.26229967,1,-3.242600782,1,895,500,0,0,68100,2,-12.27272727,0,-25.67567568,2.479338843,24.36281859,1,2,3,2.471884783,3,44393,45723,2.995967833,3,63.0952381,3
Sydney - Inner West,52,120,16.26229967,1,0,0,1927.5,630,0,0,96800,3,-8.550185874,0,-26.97368421,9.041394336,27.65425931,1,3,3,2.447919737,3,28126,29191,3.786532034,3,63.0952381,3
Sydney - North Sydney and Hornsby,52,121,16.26229967,1,0,0,1000,600,0,0,122900,3,-14.76510067,0,-17.99065421,-4.304347826,16.6443178,1,1,1,2.886875352,2,51206,51785,1.130726868,1,63.0952381,3
Sydney - Northern Beaches,52,122,16.26229967,1,3.114840537,2,1250,795,0,0,105500,3,-12.81337047,0,-9.756097561,0.305810398,17.57129715,2,2,2,1.50671873,3,28471,29001,1.861543325,2,63.0952381,3
Sydney - Outer South West,52,123,16.26229967,1,58.97483654,3,551,440,1,1,80900,2,-7.627118644,1,4.081632653,10.35502959,14.92159838,3,3,1,3.095160428,2,14167,14354,1.319968942,1,63.0952381,3
Sydney - Outer West and Blue Mountains,52,124,16.26229967,1,0,0,575,375,1,2,78400,2,-5.8,1,-17.1875,2.258064516,15.63330381,1,2,1,0.78235059,3,18791,18813,0.117077324,0,63.0952381,2
Sydney - Parramatta,52,125,16.26229967,1,9.474618461,2,831,490,0,0,72000,2,-4.6875,2,-27.94117647,-1.401869159,28.08712454,1,2,3,2.76576068,2,34027,35617,4.672759867,3,63.0952381,3
Sydney - Ryde,52,126,16.26229967,1,0,0,1318,650,0,0,93300,3,-9.090909091,0,-20.24793388,-10.59602649,27.96398199,1,1,3,3.587496936,1,15601,16073,3.025447087,3,63.0952381,3
Sydney - South West,52,127,16.26229967,1,0,0,739,450,0,0,68200,2,-3.044871795,2,-36.55913978,-18.51851852,22.12315408,0,0,3,3.767266337,1,25039,25479,1.757258676,2,63.0952381,3
Sydney - Sutherland,52,128,16.26229967,1,0,0,1677.5,855,0,0,97300,3,-20.36199095,0,-38.29787234,-9.014675052,20.32667877,0,1,2,3.385547429,1,19140,19401,1.363636364,1,63.0952381,3
Ballarat,52,201,10.82009453,3,164.2162827,3,303.5,275,3,3,55000,1,2.209051724,3,-44.44444444,-30.06535948,16.95685087,0,0,2,2.139011948,3,11608,11916,2.653342522,3,124.9031008,3
Bendigo,52,202,10.82009453,3,-10.85934738,1,295,290,3,3,56700,1,-1.025917927,2,-23.68421053,25.45454545,11.06382979,1,3,0,6.754870247,0,11034,11165,1.187239442,1,124.9031008,2
Geelong,52,203,18.2576714,1,234.2114014,3,235,260,3,3,63500,2,-5.070046698,1,26,-4.716981132,7.954062101,3,1,0,3.647541779,1,18850,19140,1.538461538,2,66.5577342,3
Hume,52,204,10.82009453,3,-22.0787288,0,270,300,3,3,55500,1,-0.786098469,3,-5,-6.593406593,11.21107266,2,1,0,1.337339781,3,16187,16230,0.265645271,1,66.5577342,1
Latrobe - Gippsland,52,205,10.82009453,3,5.734329767,2,260.75,260,3,3,53500,1,-2.024416628,2,-16,15.60283688,12.95073641,2,3,0,3.795075696,1,22506,22559,0.235492757,0,63.60777587,3
Melbourne - Inner,52,206,38.90713021,0,11.13399751,2,683.25,395,0,1,88700,2,-14.6359584,0,-19.59654179,-0.430073272,18.42548887,1,2,2,3.327070908,2,87913,90901,3.398814737,3,63.60777587,2
Melbourne - Inner East,52,207,38.90713021,0,14.99996227,2,1120,445,0,1,91900,3,-15.13944223,0,-21.28712871,11.03133159,21.38442522,1,3,2,3.28515672,2,39448,40442,2.519772866,3,47.23127036,2
Melbourne - Inner South,52,208,38.90713021,0,-13.20438805,1,996,460,0,0,87800,2,-16.64167916,0,-28.46153846,2.673492605,11.7669532,1,2,0,1.946438842,3,42887,43366,1.116888568,1,47.23127036,2
Melbourne - North East,52,209,38.98225852,0,11.2032286,2,425,360,2,2,77900,2,-11.21076233,0,-5.970149254,-13.89870436,17.76785714,2,0,2,2.376480601,3,33142,33874,2.208677811,3,47.23127036,2
Melbourne - North West,52,210,38.8320019,0,125.6711219,3,370,340,2,2,71200,2,-3,2,-45.74468085,-11.0619469,17.02374059,0,0,2,4.477766899,0,23916,24348,1.806322127,2,47.23127036,2
Melbourne - Outer East,52,211,38.90713021,0,189.7590529,3,620,385,0,1,79700,2,-9.223300971,0,-28.50877193,-1.289134438,14.09807356,1,2,1,2.876562722,2,40295,40196,-0.245688051,0,47.23127036,2
Melbourne - South East,52,212,38.90713021,0,1.543198205,2,540,350,1,2,72500,2,-6.610499028,1,-12.17948718,3.668639053,21.782988,2,2,3,4.104195617,1,51567,52849,2.486086063,3,47.23127036,2
Melbourne - West,52,213,38.90713021,0,25.77416878,3,455,360,1,2,75200,2,-7.132667618,1,-12.40875912,-7.019438445,23.56564019,2,1,3,4.62388209,0,37215,38684,3.947333065,3,47.23127036,2
Mornington Peninsula,52,214,38.90713021,0,-21.36830683,0,605,400,1,1,64600,2,-7.369758577,1,1.25,4.750593824,9.676204819,3,2,0,3.175038374,2,21628,21816,0.869243573,1,47.23127036,2
Victoria - North West,52,215,10.82009453,3,-8.690355875,1,250,290,3,3,50200,1,-0.350778729,3,10.71428571,18.82352941,19.44045911,3,3,2,4.391915237,0,15986,16069,0.519204304,1,47.23127036,1
Shepparton,52,216,3.382517659,3,0.050113041,2,240,285,3,3,53800,1,-1.410505837,2,-40,-18.0952381,11.85609158,0,0,0,1.349121368,3,12726,12703,-0.180732359,0,47.81834372,2
Warrnambool and South West,52,217,10.82009453,3,42.94350354,3,302.75,320,3,2,56000,1,-0.551797793,3,-42.85714286,-7.608695652,9.743135518,0,1,0,3.887969681,1,13056,13084,0.214460784,0,66.5577342,3
Brisbane - East,52,301,13.92362632,3,0,0,424.5,400,2,1,82400,2,-16.58031088,0,15.87301587,7.336956522,10.44979555,3,2,0,2.57493908,2,16605,16760,0.933453779,1,66.5577342,1
Brisbane - North,52,302,13.92362632,2,0,0,430,385,1,1,81200,2,-19.67213115,0,-2.857142857,3.472222222,15.77568134,2,2,1,3.438085608,1,13704,14049,2.517513135,3,21.07526882,1
Brisbane - South,52,303,13.92362632,2,11.41063648,2,522.5,410,1,1,85100,2,-12.92517007,0,-12.87878788,-16.97674419,25.38046146,2,0,3,4.574030529,0,28120,28885,2.720483642,3,21.07526882,1
Brisbane - West,52,304,13.92362632,2,0,0,574,460,1,0,105000,3,-13.59223301,0,-16.42512077,20.69767442,16.40937679,2,3,1,4.701873948,0,13402,13644,1.805700642,2,21.07526882,1
Brisbane Inner City,52,305,13.92362632,2,0,0,740,500,0,0,102600,3,-7.395993837,1,4.229607251,-3.29029571,15.78184454,3,1,1,3.351749617,2,40278,40886,1.509508913,2,21.07526882,1
