sa4_name_2016,sa4_code,anzsco,unempratemvmt,score00,averageannualmvmt20132016mvmt,score0001,housepiceandrentpurchaseprice,weeklyrentprice,purchasescore,rentscore,incomemedian,score,occunemp,occempscore,patentsincreasepat,increasetrade,increasenewbusiness,scorepatents,scoretrademarks,scoreentries,unemprate,unempscore,total_businesses2013,total_business2014,increasetotalbus201314,incbus_score,sa4_code,NSWscore,state,propjvinc201316,jv_score,priorityoccup_score,occupunemprate,occunempscore,total_businesses2013,total_business2014,increasetotalbus201314,incbus_score,unemprate,unempscore,numbus_industry201315mvmt,_201315score
Murray,109,72,9.9931887,1,-3.076905626,1,237.65,280,3,3,53600,1,,,16.66666667,-8.602150538,32.62135922,3,1,3,3.591017499,1,11022,11185,1.478860461,2,109,,1,119.5325543,1,0,4.54891329,0,11022,11185,1.478860461,2,3.591017499,1,-1.412429379,1
Murray,109,73,9.9931887,1,-3.076905626,1,237.65,280,3,3,53600,1,,,16.66666667,-8.602150538,32.62135922,3,1,3,3.591017499,1,11022,11185,1.478860461,2,109,,1,119.5325543,1,0,2.452576498,2,11022,11185,1.478860461,2,3.591017499,1,-1.412429379,1
Murray,109,74,9.9931887,1,-3.076905626,1,237.65,280,3,3,53600,1,,,16.66666667,-8.602150538,32.62135922,3,1,3,3.591017499,1,11022,11185,1.478860461,2,109,,1,54.57348407,3,0,6.827084124,0,11022,11185,1.478860461,2,3.591017499,1,-1.412429379,1
Murray,109,81,9.9931887,1,-3.076905626,1,237.65,280,3,3,53600,1,,,16.66666667,-8.602150538,32.62135922,3,1,3,3.591017499,1,11022,11185,1.478860461,2,109,,1,48.34515366,1,0,5.323702597,0,11022,11185,1.478860461,2,3.591017499,1,-1.412429379,1
Murray,109,82,9.9931887,1,-3.076905626,1,237.65,280,3,3,53600,1,,,16.66666667,-8.602150538,32.62135922,3,1,3,3.591017499,1,11022,11185,1.478860461,2,109,,1,116.2790698,3,0,8.599890638,0,11022,11185,1.478860461,2,3.591017499,1,-1.412429379,1
Murray,109,83,9.9931887,1,-3.076905626,1,237.65,280,3,3,53600,1,,,16.66666667,-8.602150538,32.62135922,3,1,3,3.591017499,1,11022,11185,1.478860461,2,109,,1,17.7920686,1,0,7.394282019,0,11022,11185,1.478860461,2,3.591017499,1,-1.412429379,1
Murray,109,84,9.9931887,1,-3.076905626,1,237.65,280,3,3,53600,1,,,16.66666667,-8.602150538,32.62135922,3,1,3,3.591017499,1,11022,11185,1.478860461,2,109,,1,33.8740458,0,0,5.816067226,0,11022,11185,1.478860461,2,3.591017499,1,-1.412429379,1
Murray,109,85,9.9931887,1,-3.076905626,1,237.65,280,3,3,53600,1,,,16.66666667,-8.602150538,32.62135922,3,1,3,3.591017499,1,11022,11185,1.478860461,2,109,,1,-2.748091603,1,0,8.407560815,0,11022,11185,1.478860461,2,3.591017499,1,-1.412429379,1
Murray,109,89,9.9931887,1,-3.076905626,1,237.65,280,3,3,53600,1,,,16.66666667,-8.602150538,32.62135922,3,1,3,3.591017499,1,11022,11185,1.478860461,2,109,,1,24.47643979,1,0,3.879472423,0,11022,11185,1.478860461,2,3.591017499,1,-1.412429379,1
New England and North West,110,11,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,12.51141553,1,0,1.775513209,3,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,12,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,750.1805054,2,0,1.775513209,3,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,13,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,33.9231852,1,1,1.934726957,2,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,14,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,44.24119241,3,0,1.38456451,3,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,21,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,179.9450549,1,0,3.044104943,1,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,22,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,37.44520977,2,0,2.395599968,2,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,23,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,41.21385446,0,2,2.744430198,2,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,24,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,83.36414048,2,1,1.983106736,2,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,25,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,105.9595407,3,3,0.842000852,3,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,26,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,191.7365642,3,1,2.189164464,2,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,27,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,75.63510393,2,1,1.637641677,3,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,31,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,-5.532503458,0,1,1.48376513,3,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,32,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,104.6534653,1,2,3.672178202,0,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,33,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,44.99121265,1,3,3.087091782,1,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,34,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,29.35251799,3,2,3.928639959,0,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,35,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,0,2,2,3.215717391,1,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,36,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,85.64814815,0,0,4.462419792,0,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,39,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,135.479798,3,0,1.495232111,3,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,41,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,108.3188908,3,1,3.48189448,0,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,42,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,87.60162602,3,0,4.393815552,0,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,43,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,24.23146474,3,0,5.277350171,0,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,44,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,30.78614623,1,0,3.334412454,1,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,45,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,33.29425557,0,0,2.763530685,2,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,51,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,21.24401914,0,0,2.535082122,2,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,52,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,21.24401914,0,0,2.826080167,1,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,53,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,21.24401914,0,0,3.294490254,1,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,54,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,32.73305085,2,0,4.703538895,0,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,55,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,37.30103806,0,0,1.166403088,3,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,56,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,902.3809524,3,0,3.351366358,1,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,59,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,3.760445682,1,0,2.833331772,1,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,61,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,39.00293255,1,0,1.418062031,3,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,62,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,14.07867495,2,0,5.58626565,0,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,63,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,158.4170854,2,0,2.852111249,1,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,71,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,24.24486508,2,0,3.517283791,0,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,72,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,37.4501992,2,0,4.54891329,0,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,73,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,37.4501992,2,0,2.452576498,2,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,74,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,54.57348407,3,0,6.827084124,0,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,81,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,-7.524271845,2,0,5.323702597,0,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,82,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,116.2790698,0,0,8.599890638,0,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,83,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,-37.30822873,0,0,7.394282019,0,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,84,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,25.37313433,2,0,5.816067226,0,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,85,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,-31.97831978,1,0,8.407560815,0,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
New England and North West,110,89,9.9931887,1,75.33600263,3,319,335,2,2,52500,1,,,-31.42857143,-18.05555556,17.81231321,0,0,2,2.182385057,3,18896,19073,0.936706181,1,110,,1,7.744874715,2,0,3.879472423,0,18896,19073,0.936706181,1,2.182385057,3,-3.967538323,0
Newcastle and Lake Macquarie,111,11,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,91.80327869,2,0,1.775513209,3,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,12,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,100.3076923,2,0,1.775513209,3,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,13,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,11.08094349,1,1,1.934726957,2,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,14,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,44.24119241,0,0,1.38456451,3,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,21,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,28.59122402,0,0,3.044104943,1,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,22,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,37.44520977,0,0,2.395599968,2,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,23,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,-9.708737864,1,2,2.744430198,2,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,24,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,103.898051,3,1,1.983106736,2,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,25,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,105.9595407,0,3,0.842000852,3,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,26,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,107.3770492,3,1,2.189164464,2,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,27,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,60.02029427,1,1,1.637641677,3,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,31,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,31.36966127,2,1,1.48376513,3,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,32,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,8.655616943,2,2,3.672178202,0,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,33,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,46.11398964,2,3,3.087091782,1,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,34,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,29.35251799,2,2,3.928639959,0,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,35,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,0,1,2,3.215717391,1,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,36,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,-9.589041096,1,0,4.462419792,0,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,39,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,135.479798,1,0,1.495232111,3,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,41,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,108.3188908,1,1,3.48189448,0,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,42,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,87.60162602,0,0,4.393815552,0,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,43,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,24.23146474,1,0,5.277350171,0,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,44,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,-25,0,0,3.334412454,1,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,45,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,-22.24215247,0,0,2.763530685,2,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,51,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,26.79658952,2,0,2.535082122,2,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,52,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,26.79658952,2,0,2.826080167,1,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,53,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,26.79658952,2,0,3.294490254,1,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,54,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,15.06849315,1,0,4.703538895,0,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,55,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,18.8034188,2,0,1.166403088,3,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,56,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,902.3809524,3,0,3.351366358,1,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,59,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,27.11323764,2,0,2.833331772,1,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,61,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,1.708428246,2,0,1.418062031,3,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,62,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,14.07867495,1,0,5.58626565,0,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,63,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,17.56007394,0,0,2.852111249,1,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,71,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,24.24486508,2,0,3.517283791,0,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,72,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,37.4501992,2,0,4.54891329,0,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,73,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,37.4501992,2,0,2.452576498,2,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,74,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,43.24324324,1,0,6.827084124,0,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,81,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,-7.524271845,0,0,5.323702597,0,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,82,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,36.72316384,2,0,8.599890638,0,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,83,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,-19.93704092,1,0,7.394282019,0,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
Newcastle and Lake Macquarie,111,84,6.532731096,2,-5.050328529,1,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,111,,1,25.37313433,1,0,5.816067226,0,22022,22341,1.448551449,2,5.247947194,0,-3.731343284,0
