sa4_name_2016,sa4_code,anzsco,unempratemvmt,score00,averageannualmvmt20132016mvmt,score0001,housepiceandrentpurchaseprice,weeklyrentprice,purchasescore,rentscore,incomemedian,score,occunemp,occempscore,patentsincreasepat,increasetrade,increasenewbusiness,scorepatents,scoretrademarks,scoreentries,unemprate,unempscore,total_businesses2013,total_business2014,increasetotalbus201314,incbus_score,Nswscore,anzsco,state,propjvinc201316,jv_score,priorityoccup_score,occupunemprate,occunempscore,numbus_industry201315mvmt,_201315score
Newcastle and Lake Macquarie,111,41,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,41,1,108.3188908,1,1,3.48189448,0,9.722222222,2
Newcastle and Lake Macquarie,111,42,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,42,1,87.60162602,0,0,4.393815552,0,9.722222222,2
Newcastle and Lake Macquarie,111,43,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,43,1,24.23146474,1,0,5.277350171,0,9.722222222,2
Newcastle and Lake Macquarie,111,44,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,44,1,-25,0,0,3.334412454,1,9.722222222,2
Newcastle and Lake Macquarie,111,45,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,45,1,-22.24215247,0,0,2.763530685,2,9.722222222,2
Newcastle and Lake Macquarie,111,51,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,51,1,26.79658952,2,0,2.535082122,2,9.722222222,2
Newcastle and Lake Macquarie,111,52,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,52,1,26.79658952,2,0,2.826080167,1,9.722222222,2
Newcastle and Lake Macquarie,111,53,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,53,1,26.79658952,2,0,3.294490254,1,9.722222222,2
Newcastle and Lake Macquarie,111,54,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,54,1,15.06849315,1,0,4.703538895,0,9.722222222,2
Newcastle and Lake Macquarie,111,55,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,55,1,18.8034188,2,0,1.166403088,3,9.722222222,2
Newcastle and Lake Macquarie,111,56,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,56,1,902.3809524,3,0,3.351366358,1,9.722222222,2
Newcastle and Lake Macquarie,111,59,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,59,1,27.11323764,2,0,2.833331772,1,9.722222222,2
Newcastle and Lake Macquarie,111,61,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,61,1,1.708428246,2,0,1.418062031,3,9.722222222,2
Newcastle and Lake Macquarie,111,62,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,62,1,14.07867495,1,0,5.58626565,0,9.722222222,2
Newcastle and Lake Macquarie,111,63,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,63,1,17.56007394,0,0,2.852111249,1,9.722222222,2
Newcastle and Lake Macquarie,111,71,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,71,1,24.24486508,2,0,3.517283791,0,9.722222222,2
Newcastle and Lake Macquarie,111,72,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,72,1,37.4501992,2,0,4.54891329,0,9.722222222,2
Newcastle and Lake Macquarie,111,73,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,73,1,37.4501992,2,0,2.452576498,2,9.722222222,2
Newcastle and Lake Macquarie,111,74,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,74,1,43.24324324,1,0,6.827084124,0,9.722222222,2
Newcastle and Lake Macquarie,111,81,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,81,1,-7.524271845,0,0,5.323702597,0,9.722222222,2
Newcastle and Lake Macquarie,111,82,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,82,1,36.72316384,2,0,8.599890638,0,9.722222222,2
Newcastle and Lake Macquarie,111,83,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,83,1,-19.93704092,1,0,7.394282019,0,9.722222222,2
Newcastle and Lake Macquarie,111,84,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,84,1,25.37313433,1,0,5.816067226,0,9.722222222,2
Newcastle and Lake Macquarie,111,85,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,85,1,-31.97831978,0,0,8.407560815,0,9.722222222,2
Newcastle and Lake Macquarie,111,89,16.86831306,0,0,0,500,400,1,1,66000,2,,,-35.67839196,-1.814516129,13.14328027,0,2,0,5.247947194,0,22022,22341,1.448551449,2,,89,1,7.744874715,2,0,3.879472423,0,9.722222222,2
Richmond - Tweed,112,11,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,11,1,91.80327869,2,0,1.775513209,3,0,1
Richmond - Tweed,112,12,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,12,1,500.2145923,3,0,1.775513209,3,0,1
Richmond - Tweed,112,13,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,13,1,24.48519041,2,1,1.934726957,2,0,1
Richmond - Tweed,112,14,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,14,1,10.71253071,1,0,1.38456451,3,0,1
Richmond - Tweed,112,21,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,21,1,33.30965909,2,0,3.044104943,1,0,1
Richmond - Tweed,112,22,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,22,1,72.55301794,3,0,2.395599968,2,0,1
Richmond - Tweed,112,23,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,23,1,130.9475397,3,2,2.744430198,2,0,1
Richmond - Tweed,112,24,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,24,1,103.898051,2,1,1.983106736,2,0,1
Richmond - Tweed,112,25,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,25,1,20.41696621,0,3,0.842000852,3,0,1
Richmond - Tweed,112,26,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,26,1,120.0889248,3,1,2.189164464,2,0,1
Richmond - Tweed,112,27,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,27,1,65.04132231,2,1,1.637641677,3,0,1
Richmond - Tweed,112,31,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,31,1,62.3119015,2,1,1.48376513,3,0,1
Richmond - Tweed,112,32,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,32,1,21.76560122,2,2,3.672178202,0,0,1
Richmond - Tweed,112,33,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,33,1,46.11398964,1,3,3.087091782,1,0,1
Richmond - Tweed,112,34,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,34,1,9.89010989,2,2,3.928639959,0,0,1
Richmond - Tweed,112,35,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,35,1,8.955223881,2,2,3.215717391,1,0,1
Richmond - Tweed,112,36,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,36,1,88.31775701,3,0,4.462419792,0,0,1
Richmond - Tweed,112,39,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,39,1,19.95359629,1,0,1.495232111,3,0,1
Richmond - Tweed,112,41,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,41,1,74.83974359,2,1,3.48189448,0,0,1
Richmond - Tweed,112,42,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,42,1,12.34106208,0,0,4.393815552,0,0,1
Richmond - Tweed,112,43,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,43,1,-13.05285868,1,0,5.277350171,0,0,1
Richmond - Tweed,112,44,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,44,1,-15.98272138,1,0,3.334412454,1,0,1
Richmond - Tweed,112,45,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,45,1,-10.38834951,1,0,2.763530685,2,0,1
Richmond - Tweed,112,51,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,51,1,52.88544358,2,0,2.535082122,2,0,1
Richmond - Tweed,112,52,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,52,1,52.88544358,2,0,2.826080167,1,0,1
Richmond - Tweed,112,53,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,53,1,52.88544358,2,0,3.294490254,1,0,1
Richmond - Tweed,112,54,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,54,1,37.71313942,3,0,4.703538895,0,0,1
Richmond - Tweed,112,55,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,55,1,50,3,0,1.166403088,3,0,1
Richmond - Tweed,112,56,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,56,1,65.07936508,1,0,3.351366358,1,0,1
Richmond - Tweed,112,59,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,59,1,44.4527178,3,0,2.833331772,1,0,1
Richmond - Tweed,112,61,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,61,1,23.71541502,3,0,1.418062031,3,0,1
Richmond - Tweed,112,62,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,62,1,15.92039801,3,0,5.58626565,0,0,1
Richmond - Tweed,112,63,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,63,1,-1.572617946,2,0,2.852111249,1,0,1
Richmond - Tweed,112,71,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,71,1,13.91752577,1,0,3.517283791,0,0,1
Richmond - Tweed,112,72,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,72,1,119.5325543,3,0,4.54891329,0,0,1
Richmond - Tweed,112,73,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,73,1,119.5325543,3,0,2.452576498,2,0,1
Richmond - Tweed,112,74,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,74,1,5.614035088,2,0,6.827084124,0,0,1
Richmond - Tweed,112,81,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,81,1,48.34515366,3,0,5.323702597,0,0,1
Richmond - Tweed,112,82,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,82,1,72.15346535,3,0,8.599890638,0,0,1
Richmond - Tweed,112,83,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,83,1,17.7920686,2,0,7.394282019,0,0,1
Richmond - Tweed,112,84,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,84,1,33.8740458,3,0,5.816067226,0,0,1
Richmond - Tweed,112,85,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,85,1,-2.748091603,3,0,8.407560815,0,0,1
Richmond - Tweed,112,89,16.86831306,0,2.580500655,2,521.25,460,1,0,50400,1,,,-20,-10.9540636,15.91346154,1,0,1,3.203093267,2,20141,20182,0.203564868,0,,89,1,24.47643979,3,0,3.879472423,0,0,1
Riverina,113,11,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,11,1,69.97782705,1,0,1.775513209,3,-2.941176471,0
Riverina,113,12,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,12,1,750.1805054,3,0,1.775513209,3,-2.941176471,0
Riverina,113,13,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,13,1,33.9231852,2,1,1.934726957,2,-2.941176471,0
Riverina,113,14,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,14,1,27.47440273,2,0,1.38456451,3,-2.941176471,0
Riverina,113,21,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,21,1,179.9450549,3,0,3.044104943,1,-2.941176471,0
Riverina,113,22,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,22,1,72.55301794,1,0,2.395599968,2,-2.941176471,0
Riverina,113,23,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,23,1,130.9475397,2,2,2.744430198,2,-2.941176471,0
Riverina,113,24,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,24,1,54.53815261,1,1,1.983106736,2,-2.941176471,0
Riverina,113,25,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,25,1,61.61550185,2,3,0.842000852,3,-2.941176471,0
Riverina,113,26,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,26,1,191.7365642,3,1,2.189164464,2,-2.941176471,0
Riverina,113,27,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,27,1,75.63510393,3,1,1.637641677,3,-2.941176471,0
Riverina,113,31,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,31,1,62.3119015,1,1,1.48376513,3,-2.941176471,0
Riverina,113,32,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,32,1,104.6534653,3,2,3.672178202,0,-2.941176471,0
Riverina,113,33,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,33,1,44.99121265,1,3,3.087091782,1,-2.941176471,0
Riverina,113,34,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,34,1,15.36030341,2,2,3.928639959,0,-2.941176471,0
Riverina,113,35,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,35,1,8.955223881,0,2,3.215717391,1,-2.941176471,0
Riverina,113,36,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,36,1,88.31775701,3,0,4.462419792,0,-2.941176471,0
Riverina,113,39,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,39,1,84.05017921,3,0,1.495232111,3,-2.941176471,0
Riverina,113,41,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,41,1,107.1213036,3,1,3.48189448,0,-2.941176471,0
Riverina,113,42,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,42,1,64.26332288,3,0,4.393815552,0,-2.941176471,0
Riverina,113,43,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,43,1,10.49180328,2,0,5.277350171,0,-2.941176471,0
Riverina,113,44,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,44,1,30.78614623,3,0,3.334412454,1,-2.941176471,0
Riverina,113,45,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,45,1,33.29425557,2,0,2.763530685,2,-2.941176471,0
Riverina,113,51,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,51,1,52.88544358,1,0,2.535082122,2,-2.941176471,0
Riverina,113,52,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,52,1,52.88544358,1,0,2.826080167,1,-2.941176471,0
Riverina,113,53,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,53,1,52.88544358,1,0,3.294490254,1,-2.941176471,0
Riverina,113,54,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,54,1,37.71313942,2,0,4.703538895,0,-2.941176471,0
Riverina,113,55,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,55,1,50,3,0,1.166403088,3,-2.941176471,0
Riverina,113,56,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,56,1,39.92172211,2,0,3.351366358,1,-2.941176471,0
Riverina,113,59,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,59,1,44.4527178,1,0,2.833331772,1,-2.941176471,0
Riverina,113,61,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,61,1,39.00293255,3,0,1.418062031,3,-2.941176471,0
Riverina,113,62,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,62,1,15.92039801,2,0,5.58626565,0,-2.941176471,0
Riverina,113,63,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,63,1,158.4170854,3,0,2.852111249,1,-2.941176471,0
Riverina,113,71,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,71,1,16.67659321,2,0,3.517283791,0,-2.941176471,0
Riverina,113,72,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,72,1,119.5325543,1,0,4.54891329,0,-2.941176471,0
Riverina,113,73,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,73,1,119.5325543,1,0,2.452576498,2,-2.941176471,0
Riverina,113,74,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,74,1,54.57348407,3,0,6.827084124,0,-2.941176471,0
Riverina,113,81,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,81,1,48.34515366,1,0,5.323702597,0,-2.941176471,0
Riverina,113,82,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,82,1,116.2790698,3,0,8.599890638,0,-2.941176471,0
Riverina,113,83,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,83,1,17.7920686,1,0,7.394282019,0,-2.941176471,0
Riverina,113,84,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,84,1,33.8740458,0,0,5.816067226,0,-2.941176471,0
Riverina,113,85,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,85,1,-2.748091603,1,0,8.407560815,0,-2.941176471,0
Riverina,113,89,16.86831306,0,7.032851571,2,367,320,2,2,57900,1,,,-52,-10.6741573,16,0,0,1,3.553753831,1,14817,14989,1.160828778,1,,89,1,24.47643979,1,0,3.879472423,0,-2.941176471,0
Southern Highlands and Shoalhaven,114,11,16.86831306,0,0,0,317,320,2,2,52200,1,,,-13.33333333,11.35135135,16.80672269,2,3,1,0.925295648,3,10889,10911,0.202038755,0,,11,1,0,1,0,1.775513209,3,-3.157894737,0
Southern Highlands and Shoalhaven,114,12,16.86831306,0,0,0,317,320,2,2,52200,1,,,-13.33333333,11.35135135,16.80672269,2,3,1,0.925295648,3,10889,10911,0.202038755,0,,12,1,750.1805054,1,0,1.775513209,3,-3.157894737,0
Southern Highlands and Shoalhaven,114,13,16.86831306,0,0,0,317,320,2,2,52200,1,,,-13.33333333,11.35135135,16.80672269,2,3,1,0.925295648,3,10889,10911,0.202038755,0,,13,1,125.7944587,3,1,1.934726957,2,-3.157894737,0
Southern Highlands and Shoalhaven,114,14,16.86831306,0,0,0,317,320,2,2,52200,1,,,-13.33333333,11.35135135,16.80672269,2,3,1,0.925295648,3,10889,10911,0.202038755,0,,14,1,32.37370994,2,0,1.38456451,3,-3.157894737,0
Southern Highlands and Shoalhaven,114,21,16.86831306,0,0,0,317,320,2,2,52200,1,,,-13.33333333,11.35135135,16.80672269,2,3,1,0.925295648,3,10889,10911,0.202038755,0,,21,1,179.9450549,0,0,3.044104943,1,-3.157894737,0
